company_name,ticker,esg_score,risk_level,page_number
Akfen Yenilenebilir Enerji AS,IST:AKFYE.E,27.9,Medium ESG Risk,39
Akis Gayrimenkul Yatirim Ortakligi AS,IST:AKSGY.E,13.4,Low ESG Risk,39
"Akoustis Technologies, Inc.",NAS:AKTS,24.4,Medium ESG Risk,39
"Akoya Biosciences, Inc.",NAS:AKYA,31.8,High ESG Risk,39
Aksa Akrilik Kimya Sanayii AS,IST:AKSA.E,15.7,Low ESG Risk,40
Aksa Enerji Üretim AS,IST:AKSEN.E,34.3,High ESG Risk,40
Aksigorta AS,IST:AKGRT.E,23.9,Medium ESG Risk,40
Aktia Bank Plc,HEL:AKTIA,18.5,Low ESG Risk,40
"Akumin, Inc.",-,25.8,Medium ESG Risk,40
Akzo Nobel India Ltd.,BOM:500710,26.5,Medium ESG Risk,40
Akzo Nobel NV,AMS:AKZA,19.2,Low ESG Risk,40
Al Ahli Bank of Kuwait KSC,KUW:ABK,29.9,Medium ESG Risk,40
Al Dawaa Medical Services Co.,SAU:4163,19.5,Low ESG Risk,40
Al Hammadi Holding,SAU:4007,33.2,High ESG Risk,40
Al Masane Al Kobra Mining Co.,SAU:1322,45.4,Severe ESG Risk,41
Al Moammar Information Systems Co.,SAU:7200,27.2,Medium ESG Risk,41
Al Rajhi Bank,SAU:1120,26.5,Medium ESG Risk,41
Al Rajhi Co. for Cooperative Insurance,SAU:8230,35.4,High ESG Risk,41
Al Seer Marine Supplies & Equipment Company PJSC,ADS:ASM,36.9,High ESG Risk,41
Al Yah Satellite Communications Co. PJSC,-,23.5,Medium ESG Risk,41
Al-Jouf Agricultural Development Co.,SAU:6070,47.4,Severe ESG Risk,41
Al-Saif Stores for Development & Investment Co.,SAU:4192,39.2,High ESG Risk,41
Alabama Power Co.,-,42,Severe ESG Risk,41
ALAFCO Aviation Lease & Finance Co.,KUW:ALAFCO,34.8,High ESG Risk,41
AlAmar Foods Co.,SAU:6014,34.9,High ESG Risk,42
"Alamo Group, Inc.",NYS:ALG,22.4,Medium ESG Risk,42
"Alamos Gold, Inc.",TSE:AGI,35.1,High ESG Risk,42
Alarko Holding AS,IST:ALARK.E,31.2,High ESG Risk,42
"Alarm.com Holdings, Inc.",NAS:ALRM,24.4,Medium ESG Risk,42
"Alaska Air Group, Inc.",NYS:ALK,25.2,Medium ESG Risk,42
Albany International Corp.,NYS:AIN,19.4,Low ESG Risk,42
Albaraka Türk Katilim Bankasi AS,IST:ALBRK.E,27.5,Medium ESG Risk,42
Albemarle Corp.,NYS:ALB,20.1,Medium ESG Risk,42
Alberta Capital Finance Authority,-,19.4,Low ESG Risk,42
Alberta PowerLine LP,-,45.7,Severe ESG Risk,43
"Albertsons Cos., Inc.",NYS:ACI,31.9,High ESG Risk,43
Alchip Technologies Ltd.,TAI:3661,32.6,High ESG Risk,43
Alcoa Corp.,NYS:AA,25.1,Medium ESG Risk,43
Alcon AG,SWX:ALC,22.2,Medium ESG Risk,43
ALCONIX Corp.,TKS:3036,45.2,Severe ESG Risk,43
ALD SA,PAR:AYV,10.8,Low ESG Risk,43
Aldar Investment Properties LLC,-,14.1,Low ESG Risk,43
Aldar Properties PJSC,ADS:ALDAR,15.7,Low ESG Risk,43
"Aldeyra Therapeutics, Inc.",NAS:ALDX,29.3,Medium ESG Risk,43
Aldrees Petroleum & Transport Services Co.,SAU:4200,46.5,Severe ESG Risk,44
Aleatica SAB de CV,MEX:ALEATIC,11.9,Low ESG Risk,44
"Alector, Inc.",NAS:ALEC,27.3,Medium ESG Risk,44
"Alectra, Inc. (Canada)",-,36,High ESG Risk,44
Alembic Pharmaceuticals Ltd.,BOM:533573,35.2,High ESG Risk,44
Alerion Cleanpower SpA,MIL:ARN,24,Medium ESG Risk,44
Alerus Financial Corp.,NAS:ALRS,29.8,Medium ESG Risk,44
"Alexander & Baldwin, Inc.",NYS:ALEX,21.2,Medium ESG Risk,44
"Alexander Marine Co., Ltd.",TAI:8478,13.7,Low ESG Risk,44
"Alexander's, Inc.",NYS:ALX,20.2,Medium ESG Risk,44
Alexandria Mineral Oils Co.,CAI:AMOC,33,High ESG Risk,45
"Alexandria Real Estate Equities, Inc.",NYS:ARE,13.1,Low ESG Risk,45
Alfa Financial Software Holdings Plc,LON:ALFA,14.5,Low ESG Risk,45
Alfa Laval AB,OME:ALFA,23,Medium ESG Risk,45
Alfa SAB de CV,MEX:ALFAA,49.1,Severe ESG Risk,45
Alfa Transmisora de Energia SA,-,31.3,High ESG Risk,45
Alfen NV,AMS:ALFEN,18.5,Low ESG Risk,45
Alfresa Holdings Corp.,TKS:2784,16.3,Low ESG Risk,45
Algonquin Power & Utilities Corp.,TSE:AQN,20.8,Medium ESG Risk,45
Algonquin Power Corp.,-,28.1,Medium ESG Risk,45
Ali Alghanim Sons Automotive Co. KSCC,KUW:ALG,32.8,High ESG Risk,46
ALi Corp.,TAI:3041,37.1,High ESG Risk,46
Aliaxis SA,BRU:1153318,31.2,High ESG Risk,46
Alibaba Group Holding Ltd.,HKG:9988,20.1,Medium ESG Risk,46
Alibaba Health Information Technology Ltd.,HKG:241,20.8,Medium ESG Risk,46
Alibaba Pictures Group Ltd.,HKG:1060,17.1,Low ESG Risk,46
Alicorp SAA,LIM:ALICORC1,34.4,High ESG Risk,46
"Alight, Inc.",NYS:ALIT,17.7,Low ESG Risk,46
"Align Technology, Inc.",NAS:ALGN,18.6,Low ESG Risk,46
Aligned Data Centers LLC,-,23.2,Medium ESG Risk,46
"Alignment Healthcare, Inc.",NAS:ALHC,23.2,Medium ESG Risk,47
Alimak Group AB,OME:ALIG,22.1,Medium ESG Risk,47
"Alimentation Couche-Tard, Inc.",TSE:ATD,21.8,Medium ESG Risk,47
Alimtiaz Investment Group KSCC,KUW:ALIMTIAZ,40.8,Severe ESG Risk,47
Alinma Bank,SAU:1150,27.5,Medium ESG Risk,47
Alior Bank SA,WAR:ALR,24.2,Medium ESG Risk,47
ALK-Abello A/S,CSE:ALK.B,19.3,Low ESG Risk,47
"Alkami Technology, Inc.",NAS:ALKT,27.4,Medium ESG Risk,47
Alkane Resources Ltd.,ASX:ALK,40.4,Severe ESG Risk,47
Alkem Laboratories Ltd.,BOM:539523,35.9,High ESG Risk,47
Alkemy SpA,MIL:ALK,16.3,Low ESG Risk,48
Alkermes Plc,NAS:ALKS,22.8,Medium ESG Risk,48
Alkhorayef Water & Power Technologies,SAU:2081,46.7,Severe ESG Risk,48
Alkyl Amines Chemicals Ltd.,BOM:506767,30.2,High ESG Risk,48
"Allakos, Inc.",NAS:ALLK,32.8,High ESG Risk,48
"Allbirds, Inc.",NAS:BIRD,18.3,Low ESG Risk,48
Allcargo Logistics Ltd.,BOM:532749,24.1,Medium ESG Risk,48
Alleghany Corp.,-,27.3,Medium ESG Risk,48
Allegiant Travel Co.,NAS:ALGT,34.1,High ESG Risk,48
Allegion Plc,NYS:ALLE,19.8,Low ESG Risk,48
"Allegro MicroSystems, Inc.",NAS:ALGM,14.1,Low ESG Risk,49
Allegro.eu SA,WAR:ALE,19.9,Low ESG Risk,49
Alleima AB,OME:ALLEI,30.8,High ESG Risk,49
"ALLETE, Inc.",NYS:ALE,32.8,High ESG Risk,49
Allfunds Group Plc,AMS:ALLFG,18,Low ESG Risk,49
Alliance Bank Malaysia Bhd.,KLS:2488,25,Medium ESG Risk,49
"Alliance Global Group, Inc.",PHS:AGI,41.9,Severe ESG Risk,49
Alliance Resource Partners LP,NAS:ARLP,54.6,Severe ESG Risk,49
Alliander NV,-,14.1,Low ESG Risk,49
Alliant Energy Corp.,NAS:LNT,17.1,Low ESG Risk,49
Allianz Malaysia Bhd.,KLS:1163,20.1,Medium ESG Risk,50
Allianz SE,ETR:ALV,10.9,Low ESG Risk,50
Allied Gold Corp. (Canada),TSE:AAUC,47.6,Severe ESG Risk,50
Allied Properties Real Estate Investment Trust,TSE:AP.UT,12.3,Low ESG Risk,50
Allied Supreme Corp.,TAI:4770,29,Medium ESG Risk,50
Allied World Assurance Company Holdings Ltd.,-,29,Medium ESG Risk,50
"Allient, Inc.",NAS:ALNT,23.4,Medium ESG Risk,50
Alligator Bioscience AB,OME:ATORX,28.5,Medium ESG Risk,50
Alligo AB,OME:ALLIGO.B,14.8,Low ESG Risk,50
"Allis Electric Co., Ltd.",TAI:1514,24.3,Medium ESG Risk,50
"Allison Transmission Holdings, Inc.",NYS:ALSN,28.1,Medium ESG Risk,51
Allkem Ltd.,-,27.9,Medium ESG Risk,51
Allo Issuer LLC,-,31.3,High ESG Risk,51
"Allogene Therapeutics, Inc.",NAS:ALLO,25.2,Medium ESG Risk,51
Allos SA,BSP:ALOS3,23,Medium ESG Risk,51
"AlloVir, Inc.",NAS:ALVR,31.3,High ESG Risk,51
Allreal Holding AG,SWX:ALLN,21.9,Medium ESG Risk,51
"Allwinner Technology Co., Ltd.",SHE:300458,41.5,Severe ESG Risk,51
Allwyn Entertainment Financing (UK) Plc,-,28.1,Medium ESG Risk,51
"Ally Financial, Inc.",NYS:ALLY,22.6,Medium ESG Risk,51
Alm. Brand A/S,CSE:ALMB,24,Medium ESG Risk,52
Alma Media Oyj,HEL:ALMA,12.7,Low ESG Risk,52
Almacenes Éxito SA,BOG:EXITO,24.1,Medium ESG Risk,52
Almarai Co. Ltd.,SAU:2280,32.1,High ESG Risk,52
Almeera Consumer Goods Co. QSC,DSMD:MERS,23.2,Medium ESG Risk,52
Almirall SA,MCE:ALM,16.3,Low ESG Risk,52
Almunajem Foods Co.,SAU:4162,21.4,Medium ESG Risk,52
"Alnylam Pharmaceuticals, Inc.",NAS:ALNY,26.7,Medium ESG Risk,52
Alok Industries Ltd.,BOM:521070,17.4,Low ESG Risk,52
Alony Hetz Properties & Investments Ltd.,TAE:ALHE,21.6,Medium ESG Risk,52
Alpargatas SA,BSP:ALPA4,20.6,Medium ESG Risk,53
Alpek SAB de CV,MEX:ALPEKA,20,Medium ESG Risk,53
"Alpen Co., Ltd.",TKS:3028,22.7,Medium ESG Risk,53
Alpha & Omega Semiconductor Ltd.,NAS:AOSL,29.3,Medium ESG Risk,53
Alpha Dhabi Holding PJSC,ADS:ALPHADHABI,26.2,Medium ESG Risk,53
Alpha Financial Markets Consulting Plc,-,21.5,Medium ESG Risk,53
Alpha Group (China),SHE:002292,17.5,Low ESG Risk,53
Alpha Group International Plc,LON:ALPH,32.6,High ESG Risk,53
Alpha HPA Ltd.,ASX:A4N,45.2,Severe ESG Risk,53
"Alpha Metallurgical Resources, Inc.",NYS:AMR,52,Severe ESG Risk,53
"Alpha Networks, Inc.",TAI:3380,22.7,Medium ESG Risk,54
Alpha Services & Holdings SA,ATH:ALPHA,17.6,Low ESG Risk,54
Alpha Star Holding VII Ltd.,-,36,High ESG Risk,54
"Alpha Systems, Inc.",TKS:4719,23.5,Medium ESG Risk,54
"Alphabet, Inc.",NAS:GOOGL,23.9,Medium ESG Risk,54
Alphamab Oncology,HKG:9966,32.6,High ESG Risk,54
"Alphatec Holdings, Inc.",NAS:ATEC,33.7,High ESG Risk,54
Alphawave IP Group Plc,LON:AWE,29.6,Medium ESG Risk,54
"Alpine Immune Sciences, Inc.",-,29.7,Medium ESG Risk,54
"Alpine Income Property Trust, Inc.",NYS:PINE,23,Medium ESG Risk,54
"Alps Alpine Co., Ltd.",TKS:6770,20.3,Medium ESG Risk,55
ALS Ltd.,ASX:ALQ,19.5,Low ESG Risk,55
Alsea SAB de CV,MEX:ALSEA,26.7,Medium ESG Risk,55
ALSO Holding AG,SWX:ALSN,9.4,Negligible ESG Risk,55
Alstom SA,PAR:ALO,19.7,Low ESG Risk,55
alstria office REIT-AG,ETR:AOX,13.1,Low ESG Risk,55
"Alta Equipment Group, Inc.",NYS:ALTG,31.7,High ESG Risk,55
AltaGas Ltd.,TSE:ALA,30.5,High ESG Risk,55
"Altair Engineering, Inc.",NAS:ALTR,24.9,Medium ESG Risk,55
AltaLink LP,-,26.8,Medium ESG Risk,55
Altarea SCA,PAR:ALTA,12.1,Low ESG Risk,56
Altareit SA,PAR:AREIT,14.6,Low ESG Risk,56
Altech Corp.,TKS:4641,11.5,Low ESG Risk,56
Altek Corp.,TAI:3059,24.7,Medium ESG Risk,56
Alten SA,PAR:ATE,17.6,Low ESG Risk,56
ALTEO Energy Services Plc,BUD:ALTEO,26.4,Medium ESG Risk,56
"Alteogen, Inc.",KRX:196170,29.4,Medium ESG Risk,56
"Alteryx, Inc.",-,20.3,Medium ESG Risk,56
Altice France SA,-,13.4,Low ESG Risk,56
Altice International SARL,-,30.4,High ESG Risk,56
"Altice USA, Inc.",NYS:ATUS,22.6,Medium ESG Risk,57
"Altimmune, Inc.",NAS:ALT,37.1,High ESG Risk,57
Altium Ltd.,-,16.4,Low ESG Risk,57
Altius Minerals Corp.,TSE:ALS,29.6,Medium ESG Risk,57
Altri SGPS SA,LIS:ALTR,11.9,Low ESG Risk,57
"Altria Group, Inc.",NYS:MO,31.3,High ESG Risk,57
Altus Group Ltd.,TSE:AIF,7.9,Negligible ESG Risk,57
"Altus Power, Inc.",NYS:AMPS,25.5,Medium ESG Risk,57
Alujain Corp.,SAU:2170,36.4,High ESG Risk,57
Alumina Ltd.,-,28.4,Medium ESG Risk,57
Aluminum Corp. of China Ltd.,HKG:2600,50.2,Severe ESG Risk,58
Alupar Investimento SA,BSP:ALUP11,39.8,High ESG Risk,58
Alvotech,NAS:ALVO,29.5,Medium ESG Risk,58
"ALX Oncology Holdings, Inc.",NAS:ALXO,35.9,High ESG Risk,58
"AMADA Co., Ltd.",TKS:6113,30.1,High ESG Risk,58
Amadeus FiRe AG,ETR:AAD,11.6,Low ESG Risk,58
Amadeus IT Group SA,MCE:AMS,12.6,Low ESG Risk,58
Amadys Belgium NV,-,11.2,Low ESG Risk,58
AMAG Austria Metall AG,WBO:AMAG,15.4,Low ESG Risk,58
Amalgamated Financial Corp.,NAS:AMAL,19.2,Low ESG Risk,58
Amanat Holdings PJSC,DFM:AMANAT,35.9,High ESG Risk,59
Amano Corp.,TKS:6436,17.3,Low ESG Risk,59
Amara Raja Energy & Mobility Ltd.,BOM:500008,18,Low ESG Risk,59
"Amata Corp. Public Co., Ltd.",BKK:AMATA,12.5,Low ESG Risk,59
Amazing Microelectronic Corp.,ROCO:6411,24.9,Medium ESG Risk,59
"Amazon.com, Inc.",NAS:AMZN,29,Medium ESG Risk,59
"Ambac Financial Group, Inc.",NYS:AMBC,27,Medium ESG Risk,59
"Ambarella, Inc.",NAS:AMBA,34.6,High ESG Risk,59
Ambea AB,OME:AMBEA,27,Medium ESG Risk,59
Amber Enterprises India Ltd.,BOM:540902,22.9,Medium ESG Risk,59
Ambev SA,BSP:ABEV3,21.3,Medium ESG Risk,60
Ambika Cotton Mills Ltd.,BOM:531978,19.4,Low ESG Risk,60
Ambipar Participações e Empreendimentos SA,BSP:AMBP3,18.2,Low ESG Risk,60
Ambu A/S,CSE:AMBU.B,22,Medium ESG Risk,60
Ambuja Cements Ltd.,BOM:500425,25.2,Medium ESG Risk,60
"AMC Entertainment Holdings, Inc.",NYS:AMC,18.1,Low ESG Risk,60
"AMC Networks, Inc.",NAS:AMCX,24.9,Medium ESG Risk,60
AMCO Asset Management Co. SpA,-,26.1,Medium ESG Risk,60
Amcor Plc,NYS:AMCR,14.7,Low ESG Risk,60
Amdocs Ltd.,NAS:DOX,13.9,Low ESG Risk,60
"Amedisys, Inc.",NAS:AMED,21.7,Medium ESG Risk,61
Amer Sports Oy,-,10.3,Low ESG Risk,61
"Amerant Bancorp, Inc.",NYS:AMTB,31.9,High ESG Risk,61
Ameren Corp.,NYS:AEE,26.2,Medium ESG Risk,61
Ameren Illinois Co.,-,32.6,High ESG Risk,61
"Ameresco, Inc.",NYS:AMRC,30.7,High ESG Risk,61
America Movil SAB de CV,MEX:AMXB,22.3,Medium ESG Risk,61
"America's Car-Mart, Inc.",NAS:CRMT,12.7,Low ESG Risk,61
"American Airlines Group, Inc.",NAS:AAL,23.7,Medium ESG Risk,61
American Assets Trust LP,-,12.7,Low ESG Risk,61
"American Assets Trust, Inc.",NYS:AAT,18.7,Low ESG Risk,62
"American Axle & Manufacturing Holdings, Inc.",NYS:AXL,15.1,Low ESG Risk,62
"American Eagle Outfitters, Inc.",NYS:AEO,15.2,Low ESG Risk,62
"American Electric Power Co., Inc.",NAS:AEP,22.1,Medium ESG Risk,62
American Express Co.,NYS:AXP,18.3,Low ESG Risk,62
American Family Insurance Mutual Holding Co.,-,23.8,Medium ESG Risk,62
American Family Mutual Insurance Co. SI,-,21.4,Medium ESG Risk,62
"American Financial Group, Inc.",NYS:AFG,29.4,Medium ESG Risk,62
American Homes 4 Rent,NYS:AMH,11.6,Low ESG Risk,62
"American International Group, Inc.",NYS:AIG,23.6,Medium ESG Risk,62
"American National Bankshares, Inc. (Virginia)",-,29.6,Medium ESG Risk,63
"American National Group, Inc.",-,25.9,Medium ESG Risk,63
"American Realty Investors, Inc.",NYS:ARL,26.1,Medium ESG Risk,63
"American Software, Inc.",NAS:LGTY,23.9,Medium ESG Risk,63
American States Water Co.,NYS:AWR,32.5,High ESG Risk,63
"American Tire Distributors, Inc.",-,11.1,Low ESG Risk,63
American Tower Corp.,NYS:AMT,12.6,Low ESG Risk,63
American University,-,14.5,Low ESG Risk,63
American Vanguard Corp.,NYS:AVD,41.5,Severe ESG Risk,63
"American Water Works Co., Inc.",NYS:AWK,19.1,Low ESG Risk,63
American Well Corp.,NYS:AMWL,23.9,Medium ESG Risk,64
American Woodmark Corp.,NAS:AMWD,34.3,High ESG Risk,64
Americana Restaurants International Plc,SAU:6015,35.5,High ESG Risk,64
Americanas SA,BSP:AMER3,29.1,Medium ESG Risk,64
"Americold Realty Trust, Inc.",NYS:COLD,14.1,Low ESG Risk,64
"Ameriprise Financial, Inc.",NYS:AMP,18.7,Low ESG Risk,64
Ameris Bancorp,NYS:ABCB,31.7,High ESG Risk,64
"AMERISAFE, Inc.",NAS:AMSF,26.6,Medium ESG Risk,64
Ames National Corp.,NAS:ATLO,31.2,High ESG Risk,64
"AMETEK, Inc.",NYS:AME,21.1,Medium ESG Risk,64
AMG Critical Materials NV,AMS:AMG,36.5,High ESG Risk,65
"Amgen, Inc.",NAS:AMGN,22.8,Medium ESG Risk,65
"Amicogen, Inc.",KRX:092040,26.7,Medium ESG Risk,65
"Amicus Therapeutics, Inc.",NAS:FOLD,27.5,Medium ESG Risk,65
"Amkor Technology, Inc.",NAS:AMKR,23,Medium ESG Risk,65
Amlak International for Real Estate Financing,SAU:1182,25.3,Medium ESG Risk,65
"Amlogic (Shanghai) Co., Ltd.",SHG:688099,23.5,Medium ESG Risk,65
AMMB Holdings Bhd.,KLS:1015,23.7,Medium ESG Risk,65
"AMMO, Inc.",NAS:POWW,16.4,Low ESG Risk,65
"AMN Healthcare Services, Inc.",NYS:AMN,18.7,Low ESG Risk,65
"Amneal Intermediate, Inc.",-,33.8,High ESG Risk,66
Amorepacific Corp.,KRX:090430,29.4,Medium ESG Risk,66
"AmorePacific Group, Inc.",KRX:002790,22.2,Medium ESG Risk,66
Amot Investments Ltd.,TAE:AMOT,17.7,Low ESG Risk,66
Amotiv Ltd.,ASX:AOV,23.6,Medium ESG Risk,66
"Amoy Diagnostics Co., Ltd.",SHE:300685,31.8,High ESG Risk,66
AMP Ltd.,ASX:AMP,22.2,Medium ESG Risk,66
"Amphastar Pharmaceuticals, Inc.",NAS:AMPH,33.4,High ESG Risk,66
Amphenol Corp.,NYS:APH,17.8,Low ESG Risk,66
Amplifon SpA,MIL:AMP,14,Low ESG Risk,66
Amplify Energy Corp.,NYS:AMPY,46.3,Severe ESG Risk,67
"Amplitude, Inc.",NAS:AMPL,20.9,Medium ESG Risk,67
Ampol Ltd.,ASX:ALD,32.7,High ESG Risk,67
Amprion GmbH,-,9,Negligible ESG Risk,67
AmRest Holdings SE,WAR:EAT,29.7,Medium ESG Risk,67
ams-OSRAM AG,SWX:AMS,17.6,Low ESG Risk,67
"AmTRAN Technology Co., Ltd.",TAI:2489,18.9,Low ESG Risk,67
Amundi SA,PAR:AMUN,16.6,Low ESG Risk,67
Amur Equipment Finance Inc,-,27.5,Medium ESG Risk,67
"Amuse, Inc.",TKS:4301,17.8,Low ESG Risk,67
"Amvis Holdings, Inc.",TKS:7071,27.7,Medium ESG Risk,68
"Amylyx Pharmaceuticals, Inc.",NAS:AMLX,33.8,High ESG Risk,68
"Amyris, Inc.",-,37.4,High ESG Risk,68
"An Hui Wenergy Co., Ltd.",SHE:000543,53.6,Severe ESG Risk,68
ANA HOLDINGS INC.,TKS:9202,31.8,High ESG Risk,68
Anadolu Anonim Türk Sigorta Sirketi AS,IST:ANSGR.E,28.7,Medium ESG Risk,68
Anadolu Efes Biracilik ve Malt Sanayii A.S.,IST:AEFES.E,21.3,Medium ESG Risk,68
Anadolu Isuzu Otomotiv Sanayi ve Ticaret AS,IST:ASUZU.E,23.8,Medium ESG Risk,68
"Analog Devices, Inc.",NAS:ADI,18.3,Low ESG Risk,68
"Ananti, Inc.",KRX:025980,31.6,High ESG Risk,68
"AnaPass, Inc.",KRX:123860,39.3,High ESG Risk,69
"AnaptysBio, Inc.",NAS:ANAB,25.4,Medium ESG Risk,69
Anavex Life Sciences Corp.,NAS:AVXL,29,Medium ESG Risk,69
Anchor Hanover Group,-,22.2,Medium ESG Risk,69
Andes Technology Corp.,TAI:6533,23.5,Medium ESG Risk,69
"Andlauer Healthcare Group, Inc.",TSE:AND,21.1,Medium ESG Risk,69
"Andon Health Co., Ltd.",SHE:002432,36.5,High ESG Risk,69
Andre Maggi Participaçoes SA,-,36.3,High ESG Risk,69
Andritz AG,WBO:ANDR,26.6,Medium ESG Risk,69
ANE (Cayman) Inc.,HKG:9956,21.4,Medium ESG Risk,69
ANEST IWATA Corp.,TKS:6381,27.5,Medium ESG Risk,70
"Angang Steel Co., Ltd.",HKG:347,42.6,Severe ESG Risk,70
"Angel Oak Mortgage REIT, Inc.",NYS:AOMR,24.9,Medium ESG Risk,70
Angel One Ltd.,BOM:543235,32.9,High ESG Risk,70
"Angel Yeast Co., Ltd.",SHG:600298,44,Severe ESG Risk,70
"Angelalign Technology, Inc.",HKG:6699,21.5,Medium ESG Risk,70
"Angi, Inc.",NAS:ANGI,28.4,Medium ESG Risk,70
"AngioDynamics, Inc.",NAS:ANGO,29.8,Medium ESG Risk,70
Anglian Water Group Ltd.,-,26.2,Medium ESG Risk,70
Anglo American Platinum Ltd.,JSE:AMS,14.4,Low ESG Risk,70
Anglo American Plc,LON:AAL,25.7,Medium ESG Risk,71
Anglo-Eastern Plantations Plc,LON:AEP,33.1,High ESG Risk,71
AngloGold Ashanti (Pty) Ltd.,GHA:AGA,23.2,Medium ESG Risk,71
Anheuser-Busch Cos. LLC,-,17.5,Low ESG Risk,71
Anheuser-Busch InBev SA/NV,BRU:ABI,22.1,Medium ESG Risk,71
"Anhui Anke Biotechnology (Group) Co., Ltd.",SHE:300009,26.2,Medium ESG Risk,71
"Anhui Conch Cement Co., Ltd.",HKG:914,31.9,High ESG Risk,71
Anhui Construction Engineering Group Corp. Ltd.,SHG:600502,50.6,Severe ESG Risk,71
"Anhui Expressway Co., Ltd.",HKG:995,13.3,Low ESG Risk,71
Anhui Genuine New Materials Co. Ltd.,SHG:603429,25.5,Medium ESG Risk,71
"Anhui Golden Seed Winery Co., Ltd.",SHG:600199,31.5,High ESG Risk,72
"Anhui Guangxin Agrochemical Co., Ltd.",SHG:603599,32.5,High ESG Risk,72
"Anhui Gujing Distillery Co., Ltd.",SHE:000596,32.9,High ESG Risk,72
"Anhui Heli Co., Ltd.",SHG:600761,34,High ESG Risk,72
"Anhui Honglu Steel Construction (Group) Co., Ltd.",SHE:002541,35.6,High ESG Risk,72
"Anhui Huaheng Biotechnology Co., Ltd.",SHG:688639,30.8,High ESG Risk,72
"Anhui Huilong Agricultural Means of Production Co., Ltd.",SHE:002556,46.5,Severe ESG Risk,72
"Anhui Jiangnan Chemical Industry Co., Ltd.",SHE:002226,34.7,High ESG Risk,72
"Anhui Jinhe Industrial Co., Ltd.",SHE:002597,28,Medium ESG Risk,72
"Anhui Kouzi Distillery Co., Ltd.",SHG:603589,36,High ESG Risk,72
"Anhui Sinonet & Xinlong Science & Technology Co., Ltd.",SHE:002298,29.1,Medium ESG Risk,73
"Anhui Tatfook Technology Co., Ltd.",SHE:300134,23.3,Medium ESG Risk,73
"Anhui Truchum Advanced Materials & Technology Co., Ltd.",SHE:002171,54.9,Severe ESG Risk,73
"Anhui Xinhua Media Co., Ltd.",SHG:601801,26.5,Medium ESG Risk,73
"Anhui Yingjia Distillery Co., Ltd.",SHG:603198,35,High ESG Risk,73
"Anhui Yingliu Electromechanical Co., Ltd.",SHG:603308,47.2,Severe ESG Risk,73
"Anhui Zhongding Sealing Parts Co., Ltd.",SHE:000887,22.6,Medium ESG Risk,73
"ANI Pharmaceuticals, Inc.",NAS:ANIP,36.3,High ESG Risk,73
"Anicom Holdings, Inc.",TKS:8715,33.1,High ESG Risk,73
"Anika Therapeutics, Inc.",NAS:ANIK,11.7,Low ESG Risk,73
Anima Holding SA,BSP:ANIM3,19.1,Low ESG Risk,74
Anima Holding SpA,MIL:ANIM,10.4,Low ESG Risk,74
"Anji Microelectronics Technology (Shanghai) Co., Ltd.",SHG:688019,21.7,Medium ESG Risk,74
"Anjoy Foods Group Co., Ltd.",SHG:603345,44.7,Severe ESG Risk,74
"Anker Innovations Technology Co., Ltd.",SHE:300866,25.6,Medium ESG Risk,74
"Annaly Capital Management, Inc.",NYS:NLY,9.6,Negligible ESG Risk,74
Annehem Fastigheter AB,OME:ANNE.B,22.3,Medium ESG Risk,74
"Annexon, Inc.",NAS:ANNX,33.5,High ESG Risk,74
Annington Homes Limited,-,16.7,Low ESG Risk,74
Anoto Group AB,OME:ANOT,21.5,Medium ESG Risk,74
Anpec Electronics Corp.,ROCO:6138,33.8,High ESG Risk,75
Anritsu Corp.,TKS:6754,14.4,Low ESG Risk,75
Ansell Ltd.,ASX:ANN,13.5,Low ESG Risk,75
"ANSYS, Inc.",NAS:ANSS,14.5,Low ESG Risk,75
ANTA Sports Products Ltd.,HKG:2020,15.9,Low ESG Risk,75
AntarChile SA,SGO:ANTARCHILE,46.7,Severe ESG Risk,75
Antares Holdings LP,-,35.3,High ESG Risk,75
"Anterix, Inc.",NAS:ATEX,32.5,High ESG Risk,75
Antero Midstream Corp.,NYS:AM,25.6,Medium ESG Risk,75
Antero Resources Corp.,NYS:AR,34.5,High ESG Risk,75
Antin Infrastructure Partners SA,PAR:ANTIN,17.5,Low ESG Risk,76
Antofagasta Plc,LON:ANTO,27,Medium ESG Risk,76
"Antong Holdings Co., Ltd.",SHG:600179,53.8,Severe ESG Risk,76
Anupam Rasayan India Ltd.,BOM:543275,26.7,Medium ESG Risk,76
"ANYCOLOR, Inc.",TKS:5032,21.2,Medium ESG Risk,76
"Anywhere Real Estate, Inc.",NYS:HOUS,8,Negligible ESG Risk,76
ANZ Group Holdings Ltd.,ASX:ANZ,20.7,Medium ESG Risk,76
AO World Plc,LON:AO,23.3,Medium ESG Risk,76
"AOKI Holdings, Inc.",TKS:8214,21.9,Medium ESG Risk,76
Aon Plc,NYS:AON,15.3,Low ESG Risk,76
"Aotecar New Energy Technology Co., Ltd.",SHE:002239,24.1,Medium ESG Risk,77
"AOYAMA TRADING Co., Ltd.",TKS:8219,18.7,Low ESG Risk,77
Aozora Bank Ltd.,TKS:8304,27.7,Medium ESG Risk,77
AP (Thailand) Public Co. Ltd.,BKK:AP,18.5,Low ESG Risk,77
AP Impact Euro (Lux) SARL,-,36,High ESG Risk,77
AP Memory Technology Corp.,TAI:6531,18.8,Low ESG Risk,77
APA Corp.,NAS:APA,43.1,Severe ESG Risk,77
