company_name,ticker,esg_score,risk_level,page_number,exchange,clean_ticker,risk_category
"Eos Energy Enterprises, Inc.",NAS:EOSE,24.7,Medium ESG Risk,402,NAS,EOSE,Medium Risk
"EPAM Systems, Inc.",NYS:EPAM,27.4,Medium ESG Risk,402,NYS,EPAM,Medium Risk
"ePlus, Inc.",NAS:PLUS,23.4,Medium ESG Risk,403,NAS,PLUS,Medium Risk
EPR Properties,NYS:EPR,16.0,Low ESG Risk,403,NYS,EPR,Low Risk
EQT Corp.,NYS:EQT,31.7,High ESG Risk,403,NYS,EQT,High Risk
"Equifax, Inc.",NYS:EFX,21.3,Medium ESG Risk,404,NYS,EFX,Medium Risk
"Equinix, Inc.",NAS:EQIX,13.1,Low ESG Risk,404,NAS,EQIX,Low Risk
"Equitable Holdings, Inc.",NYS:EQH,16.2,Low ESG Risk,404,NYS,EQH,Low Risk
"Equity Bancshares, Inc.",NYS:EQBK,30.1,High ESG Risk,405,NYS,EQBK,High Risk
Equity Commonwealth,NYS:EQC,16.6,Low ESG Risk,405,NYS,EQC,Low Risk
"Equity LifeStyle Properties, Inc.",NYS:ELS,13.9,Low ESG Risk,405,NYS,ELS,Low Risk
Equity Residential,NYS:EQR,11.4,Low ESG Risk,405,NYS,EQR,Low Risk
"Erasca, Inc.",NAS:ERAS,33.2,High ESG Risk,405,NAS,ERAS,High Risk
Erie Indemnity Co.,NAS:ERIE,27.9,Medium ESG Risk,406,NAS,ERIE,Medium Risk
"Escalade, Inc.",NAS:ESCA,12.6,Low ESG Risk,407,NAS,ESCA,Low Risk
"ESCO Technologies, Inc.",NYS:ESE,29.4,Medium ESG Risk,407,NYS,ESE,Medium Risk
"Esquire Financial Holdings, Inc.",NAS:ESQ,35.8,High ESG Risk,408,NAS,ESQ,High Risk
"ESS Tech, Inc.",NYS:GWH,27.7,Medium ESG Risk,408,NYS,GWH,Medium Risk
"ESSA Bancorp, Inc.",NAS:ESSA,38.3,High ESG Risk,409,NAS,ESSA,High Risk
Essent Group Ltd.,NYS:ESNT,22.3,Medium ESG Risk,409,NYS,ESNT,Medium Risk
"Essential Properties Realty Trust, Inc.",NYS:EPRT,18.4,Low ESG Risk,409,NYS,EPRT,Low Risk
"Essential Utilities, Inc.",NYS:WTRG,18.5,Low ESG Risk,409,NYS,WTRG,Low Risk
"Essex Property Trust, Inc.",NYS:ESS,11.6,Low ESG Risk,409,NYS,ESS,Low Risk
"Establishment Labs Holdings, Inc.",NAS:ESTA,30.7,High ESG Risk,409,NAS,ESTA,High Risk
"Ethan Allen Interiors, Inc.",NYS:ETD,13.1,Low ESG Risk,410,NYS,ETD,Low Risk
"Etsy, Inc.",NAS:ETSY,15.6,Low ESG Risk,410,NAS,ETSY,Low Risk
"Euronet Worldwide, Inc.",NAS:EEFT,21.4,Medium ESG Risk,412,NAS,EEFT,Medium Risk
"European Wax Center, Inc.",NAS:EWCZ,17.0,Low ESG Risk,413,NAS,EWCZ,Low Risk
"Eve Holding, Inc.",NYS:EVEX,31.2,High ESG Risk,414,NYS,EVEX,High Risk
"Eventbrite, Inc.",NYS:EB,26.5,Medium ESG Risk,414,NYS,EB,Medium Risk
"EverCommerce, Inc.",NAS:EVCM,26.3,Medium ESG Risk,414,NAS,EVCM,Medium Risk
"Evercore, Inc.",NYS:EVR,26.3,Medium ESG Risk,415,NYS,EVR,Medium Risk
"Evergy, Inc.",NAS:EVRG,29.2,Medium ESG Risk,415,NAS,EVRG,Medium Risk
"Everi Holdings, Inc.",NYS:EVRI,18.2,Low ESG Risk,415,NYS,EVRI,Low Risk
"EverQuote, Inc.",NAS:EVER,26.8,Medium ESG Risk,416,NAS,EVER,Medium Risk
Eversource Energy,NYS:ES,18.1,Low ESG Risk,416,NYS,ES,Low Risk
"EVERTEC, Inc.",NYS:EVTC,17.7,Low ESG Risk,416,NYS,EVTC,Low Risk
"EVgo, Inc.",NAS:EVGO,23.4,Medium ESG Risk,416,NAS,EVGO,Medium Risk
"Evolent Health, Inc.",NYS:EVH,21.5,Medium ESG Risk,417,NYS,EVH,Medium Risk
"Evolus, Inc.",NAS:EOLS,39.1,High ESG Risk,417,NAS,EOLS,High Risk
"Evolv Technologies Holdings, Inc.",NAS:EVLV,16.4,Low ESG Risk,417,NAS,EVLV,Low Risk
EXACT Sciences Corp.,NAS:EXAS,20.9,Medium ESG Risk,418,NAS,EXAS,Medium Risk
"Excelerate Energy, Inc.",NYS:EE,39.7,High ESG Risk,418,NYS,EE,High Risk
"Exelixis, Inc.",NAS:EXEL,22.5,Medium ESG Risk,418,NAS,EXEL,Medium Risk
Exelon Corp.,NAS:EXC,18.8,Low ESG Risk,419,NAS,EXC,Low Risk
"ExlService Holdings, Inc.",NAS:EXLS,12.0,Low ESG Risk,419,NAS,EXLS,Low Risk
"eXp World Holdings, Inc.",NAS:EXPI,20.6,Medium ESG Risk,419,NAS,EXPI,Medium Risk
"Expedia Group, Inc.",NAS:EXPE,22.5,Medium ESG Risk,419,NAS,EXPE,Medium Risk
"Expeditors International of Washington, Inc.",NYS:EXPD,16.2,Low ESG Risk,419,NYS,EXPD,Low Risk
"Expensify, Inc.",NAS:EXFY,24.3,Medium ESG Risk,419,NAS,EXFY,Medium Risk
"Exponent, Inc.",NAS:EXPO,20.8,Medium ESG Risk,420,NAS,EXPO,Medium Risk
Expro Group Holdings NV,NYS:XPRO,24.3,Medium ESG Risk,420,NYS,XPRO,Medium Risk
"Extra Space Storage, Inc.",NYS:EXR,14.2,Low ESG Risk,420,NYS,EXR,Low Risk
"Extreme Networks, Inc.",NAS:EXTR,17.1,Low ESG Risk,420,NAS,EXTR,Low Risk
Exxon Mobil Corp.,NYS:XOM,43.7,Severe ESG Risk,421,NYS,XOM,High Risk
"Eyenovia, Inc.",NAS:EYEN,33.4,High ESG Risk,421,NAS,EYEN,High Risk
"EyePoint Pharmaceuticals, Inc.",NAS:EYPT,39.1,High ESG Risk,421,NAS,EYPT,High Risk
"EZCORP, Inc.",NAS:EZPW,24.8,Medium ESG Risk,421,NAS,EZPW,Medium Risk
F.N.B. Corp. (Pennsylvania),NYS:FNB,25.5,Medium ESG Risk,422,NYS,FNB,Medium Risk
"F&G Annuities & Life, Inc.",NYS:FG,28.0,Medium ESG Risk,422,NYS,FG,Medium Risk
"F5, Inc.",NAS:FFIV,16.3,Low ESG Risk,422,NAS,FFIV,Low Risk
Fabrinet,NYS:FN,7.7,Negligible ESG Risk,422,NYS,FN,Low Risk
"FactSet Research Systems, Inc.",NYS:FDS,16.5,Low ESG Risk,422,NYS,FDS,Low Risk
Fair Isaac Corp.,NYS:FICO,20.1,Medium ESG Risk,423,NYS,FICO,Medium Risk
"Farmers & Merchants Bancorp, Inc.",NAS:FMAO,28.0,Medium ESG Risk,425,NAS,FMAO,Medium Risk
Farmers National Banc Corp.,NAS:FMNB,27.0,Medium ESG Risk,425,NAS,FMNB,Medium Risk
"Farmland Partners, Inc.",NYS:FPI,20.0,Medium ESG Risk,425,NYS,FPI,Medium Risk
"FARO Technologies, Inc.",NAS:FARO,16.0,Low ESG Risk,425,NAS,FARO,Low Risk
Fastenal Co.,NAS:FAST,25.0,Medium ESG Risk,426,NAS,FAST,Medium Risk
"Fastly, Inc.",NYS:FSLY,24.2,Medium ESG Risk,426,NYS,FSLY,Medium Risk
"Fate Therapeutics, Inc.",NAS:FATE,27.8,Medium ESG Risk,426,NAS,FATE,Medium Risk
FB Financial Corp.,NYS:FBK,29.8,Medium ESG Risk,427,NYS,FBK,Medium Risk
Federal Agricultural Mortgage Corp.,NYS:AGM,25.4,Medium ESG Risk,428,NYS,AGM,Medium Risk
Federal Realty Investment Trust,NYS:FRT,12.4,Low ESG Risk,429,NYS,FRT,Low Risk
Federal Signal Corp.,NYS:FSS,25.8,Medium ESG Risk,429,NYS,FSS,Medium Risk
"Federated Hermes, Inc.",NYS:FHI,31.6,High ESG Risk,429,NYS,FHI,High Risk
FedEx Corp.,NYS:FDX,19.0,Low ESG Risk,429,NYS,FDX,Low Risk
Ferroglobe PLC,NAS:GSM,45.3,Severe ESG Risk,430,NAS,GSM,High Risk
"FibroGen, Inc.",NAS:FGEN,27.7,Medium ESG Risk,432,NAS,FGEN,Medium Risk
"Fidelity D&D Bancorp, Inc.",NAS:FDBC,32.1,High ESG Risk,432,NAS,FDBC,High Risk
"Fidelity National Financial, Inc.",NYS:FNF,24.4,Medium ESG Risk,433,NYS,FNF,Medium Risk
"Fidelity National Information Services, Inc.",NYS:FIS,14.4,Low ESG Risk,433,NYS,FIS,Low Risk
Fifth Third Bancorp,NAS:FITB,16.9,Low ESG Risk,433,NAS,FITB,Low Risk
"FIGS, Inc.",NYS:FIGS,14.4,Low ESG Risk,433,NYS,FIGS,Low Risk
"Finance of America Cos., Inc.",NYS:FOA,24.8,Medium ESG Risk,434,NYS,FOA,Medium Risk
"Financial Institutions, Inc.",NAS:FISI,27.8,Medium ESG Risk,434,NAS,FISI,Medium Risk
FinVolution Group,NYS:FINV,18.7,Low ESG Risk,436,NYS,FINV,Low Risk
First Advantage Corp.,NAS:FA,22.4,Medium ESG Risk,436,NAS,FA,Medium Risk
First American Financial Corp.,NYS:FAF,25.7,Medium ESG Risk,436,NYS,FAF,Medium Risk
First Bancorp (North Carolina),NAS:FBNC,29.6,Medium ESG Risk,436,NAS,FBNC,Medium Risk
First BanCorp (Puerto Rico),NYS:FBP,25.2,Medium ESG Risk,437,NYS,FBP,Medium Risk
"First Bank (Hamilton, New Jersey)",NAS:FRBA,33.1,High ESG Risk,437,NAS,FRBA,High Risk
First Busey Corp.,NAS:BUSE,27.7,Medium ESG Risk,437,NAS,BUSE,Medium Risk
"First Business Financial Services, Inc.",NAS:FBIZ,31.5,High ESG Risk,437,NAS,FBIZ,High Risk
"First Citizens BancShares, Inc. (North Carolina)",NAS:FCNCA,31.2,High ESG Risk,437,NAS,FCNCA,High Risk
First Commonwealth Financial Corp. (Pennsylvania),NYS:FCF,29.6,Medium ESG Risk,437,NYS,FCF,Medium Risk
"First Community Bancshares, Inc. (Virginia)",NAS:FCBC,28.4,Medium ESG Risk,437,NAS,FCBC,Medium Risk
First Financial Bancorp (Ohio),NAS:FFBC,25.4,Medium ESG Risk,438,NAS,FFBC,Medium Risk
"First Financial Bankshares, Inc.",NAS:FFIN,29.7,Medium ESG Risk,438,NAS,FFIN,Medium Risk
First Financial Corp. (Indiana),NAS:THFF,27.6,Medium ESG Risk,438,NAS,THFF,Medium Risk
"First Foundation, Inc.",NYS:FFWM,33.4,High ESG Risk,438,NYS,FFWM,High Risk
"First Hawaiian, Inc.",NAS:FHB,22.5,Medium ESG Risk,438,NAS,FHB,Medium Risk
First Horizon Corp. (Tennessee),NYS:FHN,23.1,Medium ESG Risk,438,NYS,FHN,Medium Risk
"First Industrial Realty Trust, Inc.",NYS:FR,15.0,Low ESG Risk,438,NYS,FR,Low Risk
"First Interstate BancSystem, Inc.",NAS:FIBK,31.0,High ESG Risk,438,NAS,FIBK,High Risk
First Merchants Corp. (Indiana),NAS:FRME,30.6,High ESG Risk,439,NAS,FRME,High Risk
"First Mid Bancshares, Inc.",NAS:FMBH,28.2,Medium ESG Risk,439,NAS,FMBH,Medium Risk
"First Solar, Inc.",NAS:FSLR,17.3,Low ESG Risk,440,NAS,FSLR,Low Risk
"First Watch Restaurant Group, Inc.",NAS:FWRG,30.2,High ESG Risk,440,NAS,FWRG,High Risk
"First Western Financial, Inc.",NAS:MYFW,39.3,High ESG Risk,440,NAS,MYFW,High Risk
"FirstCash Holdings, Inc.",NAS:FCFS,27.9,Medium ESG Risk,440,NAS,FCFS,Medium Risk
FirstEnergy Corp.,NYS:FE,28.1,Medium ESG Risk,440,NYS,FE,Medium Risk
"Fiscalnote Holdings, Inc.",NYS:NOTE,25.3,Medium ESG Risk,441,NYS,NOTE,Medium Risk
"Fiserv, Inc.",NYS:FI,17.5,Low ESG Risk,441,NYS,FI,Low Risk
"Five Below, Inc.",NAS:FIVE,20.9,Medium ESG Risk,442,NAS,FIVE,Medium Risk
Five Star Bancorp,NAS:FSBC,28.5,Medium ESG Risk,442,NAS,FSBC,Medium Risk
"Five9, Inc.",NAS:FIVN,27.4,Medium ESG Risk,442,NAS,FIVN,Medium Risk
Fiverr International Ltd.,NYS:FVRR,22.5,Medium ESG Risk,442,NYS,FVRR,Medium Risk
FLEX LNG Ltd.,NYS:FLNG,27.9,Medium ESG Risk,443,NYS,FLNG,Medium Risk
Flex Ltd.,NAS:FLEX,7.6,Negligible ESG Risk,443,NAS,FLEX,Low Risk
"Floor & Decor Holdings, Inc.",NYS:FND,15.1,Low ESG Risk,444,NYS,FND,Low Risk
"Flowers Foods, Inc.",NYS:FLO,36.4,High ESG Risk,444,NYS,FLO,High Risk
Flowserve Corp.,NYS:FLS,22.0,Medium ESG Risk,444,NYS,FLS,Medium Risk
"Fluence Energy, Inc.",NAS:FLNC,26.2,Medium ESG Risk,444,NAS,FLNC,Medium Risk
Fluor Corp.,NYS:FLR,30.1,High ESG Risk,445,NYS,FLR,High Risk
Flushing Financial Corp.,NAS:FFIC,28.9,Medium ESG Risk,445,NAS,FFIC,Medium Risk
Flutter Entertainment Plc,NYS:FLUT,19.8,Low ESG Risk,445,NYS,FLUT,Low Risk
Flywire Corp.,NAS:FLYW,19.6,Low ESG Risk,445,NAS,FLYW,Low Risk
FMC Corp.,NYS:FMC,25.1,Medium ESG Risk,445,NYS,FMC,Medium Risk
"Foghorn Therapeutics, Inc.",NAS:FHTX,30.8,High ESG Risk,446,NAS,FHTX,High Risk
"Foot Locker, Inc.",NYS:FL,12.1,Low ESG Risk,447,NYS,FL,Low Risk
Forafric Global Plc,NAS:AFRI,49.7,Severe ESG Risk,447,NAS,AFRI,High Risk
Ford Motor Co.,NYS:F,22.8,Medium ESG Risk,448,NYS,F,Medium Risk
"Forestar Group, Inc.",NYS:FOR,18.5,Low ESG Risk,448,NYS,FOR,Low Risk
"Forge Global Holdings, Inc.",NYS:FRGE,25.3,Medium ESG Risk,448,NYS,FRGE,Medium Risk
"FormFactor, Inc.",NAS:FORM,23.3,Medium ESG Risk,449,NAS,FORM,Medium Risk
"Forrester Research, Inc.",NAS:FORR,19.6,Low ESG Risk,450,NAS,FORR,Low Risk
"Fortinet, Inc.",NAS:FTNT,15.8,Low ESG Risk,450,NAS,FTNT,Low Risk
Fortive Corp.,NYS:FTV,27.9,Medium ESG Risk,451,NYS,FTV,Medium Risk
"Fortune Brands Innovations, Inc.",NYS:FBIN,20.9,Medium ESG Risk,452,NYS,FBIN,Medium Risk
"Forum Energy Technologies, Inc.",NYS:FET,32.0,High ESG Risk,452,NYS,FET,High Risk
Forward Air Corp.,NAS:FWRD,21.9,Medium ESG Risk,452,NAS,FWRD,Medium Risk
"Fossil Group, Inc.",NAS:FOSL,13.5,Low ESG Risk,453,NAS,FOSL,Low Risk
"Four Corners Property Trust, Inc.",NYS:FCPT,14.7,Low ESG Risk,453,NYS,FCPT,Low Risk
Fox Corp.,NAS:FOXA,12.2,Low ESG Risk,453,NAS,FOXA,Low Risk
Fox Factory Holding Corp.,NAS:FOXF,16.4,Low ESG Risk,453,NAS,FOXF,Low Risk
"Franklin BSP Realty Trust, Inc.",NYS:FBRT,14.3,Low ESG Risk,455,NYS,FBRT,Low Risk
Franklin Covey Co.,NYS:FC,23.9,Medium ESG Risk,455,NYS,FC,Medium Risk
"Franklin Electric Co., Inc.",NAS:FELE,26.6,Medium ESG Risk,455,NAS,FELE,Medium Risk
"Franklin Resources, Inc.",NYS:BEN,19.5,Low ESG Risk,455,NYS,BEN,Low Risk
Freedom Holding Corp.,NAS:FRHC,35.8,High ESG Risk,456,NAS,FRHC,High Risk
"Freeport-McMoRan, Inc.",NYS:FCX,28.1,Medium ESG Risk,456,NYS,FCX,Medium Risk
"Fresh Del Monte Produce, Inc.",NYS:FDP,34.6,High ESG Risk,457,NYS,FDP,High Risk
"Freshpet, Inc.",NAS:FRPT,38.2,High ESG Risk,457,NAS,FRPT,High Risk
"Freshworks, Inc.",NAS:FRSH,21.5,Medium ESG Risk,457,NAS,FRSH,Medium Risk
"Frontdoor, Inc.",NAS:FTDR,14.3,Low ESG Risk,458,NAS,FTDR,Low Risk
"Frontier Communications Parent, Inc.",NAS:FYBR,29.9,Medium ESG Risk,458,NAS,FYBR,Medium Risk
"Frontier Group Holdings, Inc.",NAS:ULCC,38.9,High ESG Risk,458,NAS,ULCC,High Risk
Frontline Plc,NYS:FRO,29.0,Medium ESG Risk,458,NYS,FRO,Medium Risk
"FRP Holdings, Inc.",NAS:FRPH,16.5,Low ESG Risk,458,NAS,FRPH,Low Risk
"FS Bancorp, Inc.",NAS:FSBW,27.5,Medium ESG Risk,458,NAS,FSBW,Medium Risk
FS Investment Corporation,NYS:FSK,28.0,Medium ESG Risk,459,NYS,FSK,Medium Risk
FTAI Aviation Ltd.,NAS:FTAI,30.0,High ESG Risk,459,NAS,FTAI,High Risk
"FTC Solar, Inc.",NAS:FTCI,21.3,Medium ESG Risk,459,NAS,FTCI,Medium Risk
"FTI Consulting, Inc.",NYS:FCN,18.8,Low ESG Risk,459,NYS,FCN,Low Risk
"fuboTV, Inc.",NYS:FUBO,19.4,Low ESG Risk,459,NYS,FUBO,Low Risk
"FuelCell Energy, Inc.",NAS:FCEL,21.3,Medium ESG Risk,460,NAS,FCEL,Medium Risk
"Fulgent Genetics, Inc.",NAS:FLGT,17.3,Low ESG Risk,464,NAS,FLGT,Low Risk
"Full House Resorts, Inc.",NAS:FLL,34.2,High ESG Risk,464,NAS,FLL,High Risk
"Full Truck Alliance Co., Ltd.",NYS:YMM,32.2,High ESG Risk,464,NYS,YMM,High Risk
Fulton Financial Corp.,NAS:FULT,28.2,Medium ESG Risk,464,NAS,FULT,Medium Risk
"Funko, Inc.",NAS:FNKO,14.7,Low ESG Risk,465,NAS,FNKO,Low Risk
Futu Holdings Ltd.,NAS:FUTU,27.5,Medium ESG Risk,466,NAS,FUTU,Medium Risk
FutureFuel Corp.,NYS:FF,34.6,High ESG Risk,466,NYS,FF,High Risk
"FVCBankcorp, Inc.",NAS:FVCB,32.8,High ESG Risk,467,NAS,FVCB,High Risk
G-III Apparel Group Ltd.,NAS:GIII,16.1,Low ESG Risk,467,NAS,GIII,Low Risk
GameStop Corp.,NYS:GME,19.4,Low ESG Risk,469,NYS,GME,Low Risk
"Gaming & Leisure Properties, Inc.",NAS:GLPI,14.8,Low ESG Risk,469,NAS,GLPI,Low Risk
"Gannett Co., Inc.",NYS:GCI,15.2,Low ESG Risk,470,NYS,GCI,Low Risk
"Gaotu Techedu, Inc.",NYS:GOTU,30.0,High ESG Risk,470,NYS,GOTU,High Risk
"Gap, Inc.",NYS:GAP,16.1,Low ESG Risk,471,NYS,GAP,Low Risk
Garmin Ltd.,NYS:GRMN,21.0,Medium ESG Risk,471,NYS,GRMN,Medium Risk
"Garrett Motion, Inc.",NAS:GTX,11.0,Low ESG Risk,471,NAS,GTX,Low Risk
"Gartner, Inc.",NYS:IT,19.2,Low ESG Risk,471,NYS,IT,Low Risk
Gates Industrial Corp. Plc,NYS:GTES,28.5,Medium ESG Risk,471,NYS,GTES,Medium Risk
GATX Corp.,NYS:GATX,24.6,Medium ESG Risk,472,NYS,GATX,Medium Risk
"GCM Grosvenor, Inc.",NAS:GCMG,30.3,High ESG Risk,473,NAS,GCMG,High Risk
GE Aerospace,NYS:GE,32.7,High ESG Risk,473,NYS,GE,High Risk
"GE Healthcare Technologies, Inc.",NAS:GEHC,21.5,Medium ESG Risk,473,NAS,GEHC,Medium Risk
Gen Digital Inc.,NAS:GEN,14.8,Low ESG Risk,475,NAS,GEN,Low Risk
Genco Shipping & Trading Ltd.,NYS:GNK,25.4,Medium ESG Risk,475,NYS,GNK,Medium Risk
Genelux Corp.,NAS:GNLX,31.4,High ESG Risk,475,NAS,GNLX,High Risk
"Generac Holdings, Inc.",NYS:GNRC,21.9,Medium ESG Risk,475,NYS,GNRC,Medium Risk
General Dynamics Corp.,NYS:GD,34.1,High ESG Risk,476,NYS,GD,High Risk
"General Mills, Inc.",NYS:GIS,25.8,Medium ESG Risk,476,NYS,GIS,Medium Risk
General Motors Co.,NYS:GM,27.0,Medium ESG Risk,476,NYS,GM,Medium Risk
Generation Bio Co.,NAS:GBIO,32.6,High ESG Risk,476,NAS,GBIO,High Risk
"Genesco, Inc.",NYS:GCO,16.2,Low ESG Risk,476,NYS,GCO,Low Risk
Genesis Energy LP,NYS:GEL,26.0,Medium ESG Risk,477,NYS,GEL,Medium Risk
Genie Energy Ltd.,NYS:GNE,54.7,Severe ESG Risk,477,NYS,GNE,High Risk
Genpact Ltd.,NYS:G,13.8,Low ESG Risk,478,NYS,G,Low Risk
Gentex Corp.,NAS:GNTX,17.5,Low ESG Risk,478,NAS,GNTX,Low Risk
"Gentherm, Inc.",NAS:THRM,12.8,Low ESG Risk,478,NAS,THRM,Low Risk
Genuine Parts Co.,NYS:GPC,12.8,Low ESG Risk,479,NYS,GPC,Low Risk
"Genworth Financial, Inc.",NYS:GNW,24.9,Medium ESG Risk,479,NYS,GNW,Medium Risk
GeoPark Ltd.,NYS:GPRK,25.4,Medium ESG Risk,479,NYS,GPRK,Medium Risk
"German American Bancorp, Inc.",NAS:GABC,25.7,Medium ESG Risk,480,NAS,GABC,Medium Risk
Geron Corp.,NAS:GERN,27.9,Medium ESG Risk,480,NAS,GERN,Medium Risk
"Getty Images Holdings, Inc.",NYS:GETY,19.4,Low ESG Risk,481,NYS,GETY,Low Risk
Getty Realty Corp.,NYS:GTY,18.4,Low ESG Risk,481,NYS,GTY,Low Risk
"Gevo, Inc.",NAS:GEVO,28.8,Medium ESG Risk,481,NAS,GEVO,Medium Risk
"Gibraltar Industries, Inc.",NAS:ROCK,26.0,Medium ESG Risk,482,NAS,ROCK,Medium Risk
"Gilead Sciences, Inc.",NAS:GILD,21.7,Medium ESG Risk,483,NAS,GILD,Medium Risk
"Ginkgo Bioworks Holdings, Inc.",NYS:DNA,33.3,High ESG Risk,483,NYS,DNA,High Risk
"Gitlab, Inc.",NAS:GTLB,21.1,Medium ESG Risk,484,NAS,GTLB,Medium Risk
"Glacier Bancorp, Inc.",NYS:GBCI,28.1,Medium ESG Risk,484,NYS,GBCI,Medium Risk
Gladstone Commercial Corp.,NAS:GOOD,20.9,Medium ESG Risk,484,NAS,GOOD,Medium Risk
Gladstone Land Corp.,NAS:LAND,21.1,Medium ESG Risk,484,NAS,LAND,Medium Risk
Glatfelter Corp.,NYS:GLT,21.3,Medium ESG Risk,485,NYS,GLT,Medium Risk
Glaukos Corp.,NYS:GKOS,19.1,Low ESG Risk,485,NYS,GKOS,Low Risk
"Global Business Travel Group, Inc.",NYS:GBTG,20.8,Medium ESG Risk,486,NYS,GBTG,Medium Risk
Global Industrial Co.,NYS:GIC,22.3,Medium ESG Risk,486,NYS,GIC,Medium Risk
"Global Medical REIT, Inc.",NYS:GMRE,19.5,Low ESG Risk,487,NYS,GMRE,Low Risk
"Global Net Lease, Inc.",NYS:GNL,20.3,Medium ESG Risk,487,NYS,GNL,Medium Risk
Global Partners LP,NYS:GLP,42.1,Severe ESG Risk,487,NYS,GLP,High Risk
"Global Payments, Inc.",NYS:GPN,19.5,Low ESG Risk,487,NYS,GPN,Low Risk
"Global Ship Lease, Inc.",NYS:GSL,25.0,Medium ESG Risk,487,NYS,GSL,Medium Risk
"Global Water Resources, Inc.",NAS:GWRS,44.8,Severe ESG Risk,488,NAS,GWRS,High Risk
Global-e Online Ltd.,NAS:GLBE,24.9,Medium ESG Risk,488,NAS,GLBE,Medium Risk
"GLOBALFOUNDRIES, Inc.",NAS:GFS,16.7,Low ESG Risk,488,NAS,GFS,Low Risk
Globant SA,NYS:GLOB,15.7,Low ESG Risk,489,NYS,GLOB,Low Risk
"Globe Life, Inc.",NYS:GL,20.3,Medium ESG Risk,489,NYS,GL,Medium Risk
"Globus Medical, Inc.",NYS:GMED,29.2,Medium ESG Risk,489,NYS,GMED,Medium Risk
"GMS, Inc.",NYS:GMS,26.6,Medium ESG Risk,491,NYS,GMS,Medium Risk
"GoDaddy, Inc.",NYS:GDDY,18.6,Low ESG Risk,491,NYS,GDDY,Low Risk
"Gogo, Inc.",NAS:GOGO,27.7,Medium ESG Risk,492,NAS,GOGO,Medium Risk
"GoHealth, Inc.",NAS:GOCO,25.7,Medium ESG Risk,492,NAS,GOCO,Medium Risk
Golar LNG Ltd.,NAS:GLNG,29.1,Medium ESG Risk,493,NAS,GLNG,Medium Risk
"Golden Entertainment, Inc.",NAS:GDEN,30.7,High ESG Risk,493,NAS,GDEN,High Risk
Golden Ocean Group Ltd.,NAS:GOGL,23.3,Medium ESG Risk,494,NAS,GOGL,Medium Risk
"Goldman Sachs BDC, Inc.",NYS:GSBD,32.1,High ESG Risk,494,NYS,GSBD,High Risk
"Golub Capital BDC, Inc.",NAS:GBDC,32.2,High ESG Risk,494,NAS,GBDC,High Risk
"GoodRx Holdings, Inc.",NAS:GDRX,27.1,Medium ESG Risk,495,NAS,GDRX,Medium Risk
Goodyear Tire & Rubber Co.,NAS:GT,15.8,Low ESG Risk,495,NAS,GT,Low Risk
"Goosehead Insurance, Inc.",NAS:GSHD,22.1,Medium ESG Risk,495,NAS,GSHD,Medium Risk
"GoPro, Inc.",NAS:GPRO,21.0,Medium ESG Risk,495,NAS,GPRO,Medium Risk
Grab Holdings Ltd. (Singapore),NAS:GRAB,23.2,Medium ESG Risk,496,NAS,GRAB,Medium Risk
"Graco, Inc.",NYS:GGG,26.9,Medium ESG Risk,497,NYS,GGG,Medium Risk
GrafTech International Ltd.,NYS:EAF,22.4,Medium ESG Risk,497,NYS,EAF,Medium Risk
Graham Holdings Co.,NYS:GHC,16.2,Low ESG Risk,497,NYS,GHC,Low Risk
"Grand Canyon Education, Inc.",NAS:LOPE,13.8,Low ESG Risk,498,NAS,LOPE,Low Risk
"Granite Construction, Inc.",NYS:GVA,27.6,Medium ESG Risk,499,NYS,GVA,Medium Risk
"Granite Point Mortgage Trust, Inc.",NYS:GPMT,14.0,Low ESG Risk,499,NYS,GPMT,Low Risk
"Granite Ridge Resources, Inc.",NYS:GRNT,50.5,Severe ESG Risk,499,NYS,GRNT,High Risk
Graphic Packaging Holding Co.,NYS:GPK,16.0,Low ESG Risk,499,NYS,GPK,Low Risk
"Gray Television, Inc.",NYS:GTN,19.3,Low ESG Risk,500,NYS,GTN,Low Risk
Great Lakes Dredge & Dock Corp.,NAS:GLDD,33.3,High ESG Risk,500,NAS,GLDD,High Risk
"Great Southern Bancorp, Inc. (Missouri)",NAS:GSBC,29.5,Medium ESG Risk,501,NAS,GSBC,Medium Risk
"Green Brick Partners, Inc.",NYS:GRBK,24.4,Medium ESG Risk,502,NYS,GRBK,Medium Risk
Green Dot Corp.,NYS:GDOT,26.8,Medium ESG Risk,502,NYS,GDOT,Medium Risk
"Green Plains, Inc.",NAS:GPRE,23.4,Medium ESG Risk,503,NAS,GPRE,Medium Risk
"Greenbrier Cos., Inc.",NYS:GBX,27.4,Medium ESG Risk,503,NYS,GBX,Medium Risk
"Greene County Bancorp, Inc.",NAS:GCBC,34.4,High ESG Risk,503,NAS,GCBC,High Risk
Greenfire Resources Ltd.,NYS:GFR,52.5,Severe ESG Risk,503,NYS,GFR,High Risk
Greenlight Capital Re Ltd.,NAS:GLRE,35.9,High ESG Risk,503,NAS,GLRE,High Risk
"Greif, Inc.",NYS:GEF,19.0,Low ESG Risk,504,NYS,GEF,Low Risk
"Grid Dynamics Holdings, Inc.",NAS:GDYN,31.6,High ESG Risk,505,NAS,GDYN,High Risk
Griffon Corp.,NYS:GFF,28.0,Medium ESG Risk,505,NYS,GFF,Medium Risk
